,actual_class,predicted_class,correct_prediction,prediction_probability,confidence,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
52119,edible,edible,True,6.923785614230694e-06,high,6.29,x,unknown,g,t,p,unknown,g,11.51,23.57,unknown,y,w,unknown,unknown,f,f,unknown,d,u
7382,poisonous,poisonous,True,0.9632895170185926,high,2.38,f,s,w,f,d,c,w,2.77,6.43,unknown,unknown,w,unknown,unknown,f,f,unknown,g,a
30854,poisonous,poisonous,True,0.9968776209229677,high,8.95,s,unknown,y,t,d,unknown,o,4.81,12.23,unknown,unknown,w,unknown,unknown,t,f,unknown,d,u
23069,poisonous,poisonous,True,0.9955199502122744,high,10.48,x,t,n,f,a,d,w,11.98,32.28,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
52939,edible,edible,True,0.00027601970956854,high,9.82,x,t,n,t,p,unknown,n,7.9,17.92,unknown,unknown,n,unknown,w,t,p,unknown,d,a
60695,edible,edible,True,0.011009938325724085,high,5.35,o,unknown,g,f,f,f,f,4.09,19.08,unknown,unknown,n,unknown,unknown,f,f,unknown,l,s
58411,edible,edible,True,0.00011822143731996135,high,49.57,o,y,y,f,p,unknown,y,5.71,34.8,unknown,k,k,unknown,unknown,f,f,unknown,d,u
3004,edible,edible,True,0.0007771379841408062,high,14.54,f,y,w,f,unknown,unknown,w,26.38,19.49,s,unknown,n,unknown,unknown,t,m,unknown,d,u
35779,poisonous,poisonous,True,0.9999518619600806,high,3.45,x,h,o,f,a,c,n,3.34,4.79,unknown,y,n,unknown,unknown,t,z,unknown,d,a
6844,edible,edible,True,0.0034706380453818813,high,4.83,x,unknown,w,f,a,unknown,r,6.07,7.61,unknown,unknown,r,unknown,unknown,f,f,unknown,d,u
28237,poisonous,poisonous,True,0.9986699648471079,high,7.36,s,h,n,t,d,unknown,w,4.59,11.77,unknown,t,g,unknown,unknown,f,f,unknown,d,a
54370,edible,edible,True,2.565980203184221e-05,high,7.94,s,w,y,f,f,f,f,4.94,16.79,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
23206,poisonous,poisonous,True,0.9891864258710039,high,11.71,x,t,n,f,a,d,w,9.5,27.68,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
23787,poisonous,poisonous,True,0.9974987922368604,high,4.61,x,unknown,b,f,x,unknown,w,5.06,6.23,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
41902,poisonous,poisonous,True,0.9995744869745218,high,1.49,b,h,n,f,a,unknown,n,4.77,1.72,unknown,t,n,unknown,unknown,f,f,unknown,d,u
59311,poisonous,poisonous,True,0.9999963272068142,high,4.16,o,unknown,w,f,f,f,f,6.07,33.79,unknown,g,w,unknown,unknown,t,f,unknown,d,u
53074,edible,edible,True,1.1478872269679156e-05,high,6.24,x,h,n,f,p,d,y,6.04,12.38,unknown,s,n,unknown,unknown,f,f,unknown,g,a
26784,poisonous,poisonous,True,0.9420350137266847,high,7.89,f,unknown,y,f,x,c,n,6.89,10.83,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
49601,edible,edible,True,0.0004924913393344195,high,7.43,x,d,y,t,p,unknown,y,8.73,17.05,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
28037,poisonous,poisonous,True,0.9997569497653261,high,8.03,s,t,r,t,d,unknown,w,4.63,13.27,unknown,t,r,unknown,unknown,f,f,unknown,d,u
45598,edible,edible,True,0.000228249627892268,high,0.9,p,g,g,f,unknown,unknown,g,2.91,1.63,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
54583,edible,edible,True,1.9609956047487625e-05,high,7.76,s,w,y,f,f,f,f,5.39,14.0,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
6335,poisonous,poisonous,True,0.9963442691389772,high,6.12,f,unknown,n,f,d,c,y,5.75,10.46,b,unknown,n,unknown,unknown,f,f,unknown,d,w
45414,edible,edible,True,0.02250491958631814,high,2.7,b,y,n,f,unknown,c,n,6.38,2.64,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
4209,poisonous,poisonous,True,0.9999844680617138,high,3.93,x,y,y,f,a,unknown,w,5.69,3.56,unknown,y,y,unknown,unknown,t,r,unknown,h,a
34832,poisonous,poisonous,True,0.9997569200815324,high,1.84,b,g,o,f,unknown,c,n,6.06,2.9,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
32038,poisonous,poisonous,True,0.9998969837015411,high,2.51,x,k,n,f,s,unknown,p,3.73,2.75,unknown,unknown,n,unknown,unknown,f,f,p,g,u
22181,edible,edible,True,0.003997169163954759,high,3.37,x,unknown,y,f,a,c,y,4.26,8.67,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
43629,edible,edible,True,0.0006704531574381262,high,10.66,x,i,n,t,e,unknown,p,9.67,18.66,unknown,y,w,unknown,unknown,t,p,unknown,l,a
7174,poisonous,poisonous,True,0.99889452375636,high,3.34,s,s,g,f,d,c,w,3.64,7.42,unknown,unknown,w,unknown,unknown,f,f,unknown,g,u
44407,poisonous,poisonous,True,0.9998894360249645,high,6.29,b,s,n,f,unknown,unknown,w,8.73,11.73,unknown,s,w,unknown,unknown,t,z,unknown,g,s
50635,edible,edible,True,0.0012844922036575601,high,4.03,x,d,n,f,p,unknown,n,5.58,11.99,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
49247,edible,edible,True,0.003705766376945098,high,8.82,x,d,e,t,p,unknown,y,6.7,13.08,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
43533,edible,edible,True,0.00015627267964307502,high,11.08,p,i,n,t,e,unknown,p,8.91,17.79,unknown,y,w,unknown,unknown,t,l,unknown,l,a
12685,edible,edible,True,0.021550887256048683,high,1.73,x,t,y,f,a,unknown,w,7.13,2.06,unknown,t,y,unknown,unknown,f,f,unknown,g,a
54359,poisonous,poisonous,True,0.9995750997406453,high,4.95,s,d,y,f,d,c,o,3.32,6.65,unknown,unknown,y,unknown,unknown,f,f,unknown,h,u
3283,edible,edible,True,0.0002759837026807694,high,14.35,x,e,n,t,e,unknown,w,9.38,17.26,unknown,unknown,w,unknown,unknown,t,unknown,unknown,d,a
18371,poisonous,poisonous,True,0.9999889183934407,high,7.35,f,y,y,f,s,c,y,9.01,21.51,unknown,y,y,unknown,unknown,f,f,unknown,d,a
34808,poisonous,poisonous,True,0.999888471921053,high,2.41,b,g,o,f,unknown,c,n,4.43,2.27,unknown,unknown,n,unknown,unknown,f,f,unknown,g,a
51306,edible,edible,True,0.0004255418860089716,high,5.73,x,t,n,f,p,unknown,n,6.02,13.24,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
12587,edible,edible,True,0.00025869592379372227,high,1.47,x,g,y,f,d,unknown,w,6.37,1.74,unknown,t,y,unknown,unknown,f,f,unknown,d,u
846,poisonous,poisonous,True,0.996478939315999,high,12.61,x,unknown,g,f,e,unknown,w,11.17,16.18,unknown,unknown,w,u,w,t,g,unknown,d,a
24999,edible,edible,True,0.0008324262147684242,high,5.75,f,s,u,f,a,c,w,4.0,14.24,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
57431,poisonous,poisonous,True,0.9997676068151826,high,1.45,x,k,n,f,unknown,unknown,n,3.6,1.61,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
30403,edible,edible,True,0.0017299855303341265,high,8.67,s,t,p,t,d,c,o,6.81,17.28,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
4290,edible,edible,True,5.39178116564825e-06,high,2.39,s,y,n,f,d,d,p,6.93,3.12,unknown,i,n,unknown,unknown,f,f,unknown,h,u
10870,poisonous,poisonous,True,0.9989817425848901,high,1.39,b,unknown,g,f,a,unknown,g,4.66,1.94,unknown,s,g,unknown,unknown,f,f,unknown,d,u
23465,poisonous,poisonous,True,0.9885468176926119,high,2.91,f,unknown,u,f,a,unknown,w,3.64,5.61,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
11448,edible,edible,True,0.0006550345254569137,high,1.47,c,g,n,f,a,unknown,w,4.93,1.28,unknown,unknown,g,unknown,unknown,f,f,unknown,l,u
8921,poisonous,poisonous,True,0.998914249169049,high,9.14,x,unknown,n,f,x,c,w,10.12,10.6,r,i,w,unknown,unknown,f,f,unknown,h,a
51911,edible,edible,True,2.391912890213541e-05,high,7.11,x,unknown,n,t,p,unknown,g,9.63,24.4,unknown,y,w,unknown,unknown,f,f,unknown,d,a
18274,edible,edible,True,0.0010320576360741645,high,5.69,f,s,n,f,s,c,w,5.78,9.88,b,i,w,unknown,unknown,f,f,unknown,d,u
26843,edible,edible,True,0.0013853352970228509,high,12.91,s,unknown,w,t,d,c,p,6.57,26.7,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
50445,poisonous,poisonous,True,0.9998973702228885,high,12.03,x,e,n,t,p,unknown,o,8.53,31.03,unknown,unknown,e,unknown,unknown,f,f,unknown,d,u
57738,poisonous,poisonous,True,0.9999999777012971,high,4.11,o,s,y,f,f,f,f,0.0,0.0,f,f,f,unknown,unknown,t,f,unknown,d,u
48457,edible,edible,True,0.0009163357949271764,high,23.94,p,t,n,f,p,unknown,w,17.75,75.23,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
7768,poisonous,poisonous,True,0.9952953427242782,high,3.24,f,d,n,f,x,c,w,4.16,2.84,b,s,n,unknown,unknown,f,f,unknown,l,u
59582,poisonous,poisonous,True,0.9999989555767413,high,4.33,o,unknown,w,f,f,f,f,5.35,29.62,unknown,g,w,unknown,unknown,t,f,unknown,p,u
60165,poisonous,poisonous,True,0.9979454014518307,high,10.84,o,unknown,n,f,f,f,f,4.71,30.73,unknown,g,n,unknown,unknown,f,f,unknown,d,u
27854,poisonous,poisonous,True,0.9992828830039561,high,5.88,x,d,e,t,d,c,n,6.63,9.42,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
51857,edible,edible,True,2.25436740511711e-05,high,18.39,p,d,e,f,p,unknown,n,16.61,35.27,s,y,w,unknown,unknown,f,f,unknown,d,a
43147,poisonous,poisonous,True,0.9861295521090435,high,8.45,x,y,w,t,unknown,unknown,w,9.03,16.13,s,unknown,w,unknown,unknown,t,l,unknown,d,a
28677,poisonous,poisonous,True,0.9996781490990132,high,7.89,s,d,e,t,d,c,y,7.11,10.67,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
60042,poisonous,poisonous,True,0.9989510432618716,high,6.85,o,unknown,n,f,f,f,f,2.84,24.34,unknown,g,n,unknown,unknown,f,f,unknown,d,u
27284,poisonous,poisonous,True,0.9955354007921707,high,17.12,x,k,w,t,d,d,w,5.85,27.07,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
57831,poisonous,poisonous,True,0.9999999980124281,high,3.78,o,s,r,f,f,f,f,0.0,0.0,f,f,f,unknown,unknown,t,f,unknown,d,a
23807,poisonous,poisonous,True,0.9983028979442332,high,3.01,x,unknown,b,f,x,unknown,w,4.64,6.16,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
28586,poisonous,poisonous,True,0.9976133204653926,high,11.56,x,t,g,t,d,c,w,5.21,25.68,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
10474,edible,edible,True,3.029860437846531e-05,high,4.91,f,g,n,f,a,d,g,7.36,4.73,unknown,s,n,unknown,unknown,f,f,unknown,d,w
14005,poisonous,poisonous,True,0.9999997119461012,high,6.9,x,t,n,f,x,unknown,w,11.69,7.48,r,g,n,unknown,unknown,f,f,unknown,d,a
54264,poisonous,poisonous,True,0.9987185782029945,high,5.96,s,d,o,f,d,c,y,4.49,7.13,unknown,unknown,o,unknown,unknown,f,f,unknown,d,u
14807,edible,edible,True,0.0019310686679655416,high,2.01,f,h,n,f,a,d,w,4.2,3.78,unknown,s,n,unknown,unknown,f,f,unknown,d,w
46979,poisonous,poisonous,True,0.9997546871823653,high,1.43,x,unknown,n,f,unknown,unknown,k,4.76,2.23,unknown,s,n,unknown,unknown,f,f,k,g,a
36565,poisonous,poisonous,True,0.9999974769217669,high,4.51,x,s,y,f,unknown,c,y,9.7,8.52,unknown,unknown,y,u,w,t,z,r,d,a
50963,poisonous,poisonous,True,0.9999817270027219,high,8.97,p,unknown,n,f,p,unknown,p,9.9,30.65,c,unknown,n,unknown,unknown,f,f,w,d,a
44511,poisonous,poisonous,True,0.9982949575887597,high,8.01,b,y,w,f,unknown,unknown,k,14.46,17.01,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
48425,edible,edible,True,0.005283606173856332,high,18.2,x,t,n,f,p,unknown,w,16.4,64.91,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
37517,poisonous,poisonous,True,0.999996367580015,high,2.21,p,t,n,f,a,c,g,6.94,2.34,unknown,t,y,unknown,unknown,t,e,unknown,m,a
137,poisonous,poisonous,True,0.9999553190084968,high,17.54,f,h,o,f,e,unknown,w,18.2,17.76,s,y,w,u,w,t,g,unknown,d,w
29844,edible,edible,True,0.07455441204158934,high,4.72,s,d,n,t,d,c,p,4.63,6.46,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
17477,edible,edible,True,0.001888379712145182,high,8.99,f,d,w,f,s,c,w,7.8,32.36,unknown,unknown,w,unknown,unknown,f,f,unknown,m,u
40715,poisonous,poisonous,True,0.9998764952708891,high,2.32,x,t,n,f,s,c,n,5.05,8.18,unknown,unknown,w,unknown,n,t,z,unknown,d,a
40838,poisonous,poisonous,True,0.9998033971700411,high,4.22,x,t,n,f,s,c,p,6.49,11.14,unknown,unknown,w,unknown,n,t,z,unknown,d,u
7250,poisonous,poisonous,True,0.9959885088315621,high,3.18,s,s,w,f,d,c,w,3.0,7.04,unknown,unknown,w,unknown,unknown,f,f,unknown,g,a
47448,poisonous,poisonous,True,0.9998921735998646,high,3.7,b,unknown,g,f,a,unknown,k,9.73,2.52,unknown,unknown,n,unknown,w,f,f,k,g,u
60769,poisonous,poisonous,True,0.9963222303140337,high,1.28,x,s,y,f,f,f,f,3.48,4.9,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
15445,edible,edible,True,0.00010903764612958992,high,8.22,x,y,n,f,unknown,unknown,w,6.62,24.28,b,unknown,n,unknown,w,t,e,unknown,d,w
60218,poisonous,poisonous,True,0.999935828238596,high,11.16,o,unknown,e,f,f,f,f,4.18,27.22,unknown,g,n,unknown,unknown,f,f,unknown,d,s
2571,edible,edible,True,2.642738885357178e-05,high,5.86,c,h,n,f,e,unknown,w,11.21,11.48,unknown,s,n,u,w,f,f,unknown,d,a
4760,edible,edible,True,4.3472142690516656e-05,high,3.26,x,unknown,b,f,unknown,d,w,6.59,4.99,unknown,unknown,w,unknown,unknown,f,f,unknown,d,w
43035,edible,edible,True,0.0007403553963745406,high,16.67,f,s,w,t,e,unknown,n,11.82,18.74,s,unknown,w,unknown,unknown,t,l,unknown,m,a
21025,poisonous,poisonous,True,0.9996604216111864,high,2.93,f,d,r,f,a,unknown,r,4.83,5.64,unknown,t,y,unknown,unknown,f,f,unknown,m,a
37550,poisonous,poisonous,True,0.9999963783355353,high,2.38,p,t,n,f,a,c,g,6.57,2.67,unknown,t,y,unknown,unknown,t,e,unknown,m,u
5726,edible,edible,True,0.0001034070706393315,high,15.17,f,e,g,f,a,c,w,8.61,25.58,s,unknown,w,unknown,unknown,f,f,unknown,l,a
9379,edible,edible,True,0.0001445703748072255,high,3.13,b,g,n,f,x,d,w,4.35,3.35,unknown,unknown,y,unknown,unknown,f,f,unknown,g,a
1084,edible,edible,True,0.0025670294363708893,high,8.12,x,unknown,n,t,unknown,unknown,w,10.26,17.61,b,unknown,w,u,w,t,g,unknown,d,a
55001,edible,edible,True,7.97103796251763e-05,high,3.77,s,unknown,n,f,f,f,f,7.05,7.52,unknown,unknown,o,unknown,unknown,f,f,unknown,d,a
53997,poisonous,poisonous,True,0.9999937549891957,high,15.68,f,s,n,f,d,c,y,6.16,33.83,unknown,k,k,unknown,unknown,f,f,unknown,d,a
26027,poisonous,poisonous,True,0.9986127589297361,high,4.95,x,unknown,w,f,unknown,c,g,3.45,11.93,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
20846,poisonous,poisonous,True,0.9997448273648794,high,3.25,b,t,y,f,a,unknown,r,5.2,6.6,unknown,t,r,unknown,unknown,f,f,unknown,d,a
713,poisonous,poisonous,True,0.9927690633152696,high,11.84,x,unknown,n,f,e,unknown,w,10.85,14.53,unknown,unknown,w,u,w,t,e,unknown,d,u
1752,poisonous,poisonous,True,0.9999146132632812,high,7.53,x,h,r,f,unknown,c,w,10.83,14.79,unknown,unknown,w,u,w,t,g,unknown,d,a
55192,edible,edible,True,1.9723141203710922e-05,high,3.75,s,l,n,f,f,f,f,7.11,29.45,unknown,unknown,n,unknown,unknown,f,f,g,l,u
49916,poisonous,poisonous,True,0.9999976745645731,high,13.4,x,e,n,t,p,unknown,o,7.98,24.8,c,unknown,y,unknown,unknown,f,f,unknown,d,a
10030,poisonous,poisonous,True,0.9990887241431662,high,0.63,x,g,n,f,a,unknown,p,3.73,0.92,unknown,s,k,unknown,unknown,f,f,unknown,d,u
4482,edible,edible,True,0.00016464584033594646,high,2.96,f,y,n,f,a,d,p,8.22,4.02,unknown,i,n,unknown,unknown,f,f,unknown,l,a
6533,edible,edible,True,0.0007316148915005279,high,7.15,s,unknown,n,f,d,c,w,5.45,8.67,unknown,s,w,unknown,unknown,f,f,unknown,d,a
7337,poisonous,poisonous,True,0.997402651093697,high,3.34,x,s,g,f,d,c,w,3.28,8.39,unknown,unknown,w,unknown,unknown,f,f,unknown,g,a
15703,poisonous,poisonous,True,0.999931092698041,high,7.27,x,s,g,t,s,d,w,6.44,15.59,r,y,n,unknown,unknown,f,f,unknown,d,u
16229,edible,edible,True,6.681381508776466e-05,high,7.22,b,h,g,f,s,d,g,6.76,12.42,unknown,s,g,unknown,unknown,f,f,unknown,d,a
5801,edible,edible,True,0.0006139096443591257,high,17.54,x,e,g,f,d,c,w,10.68,28.1,s,unknown,w,unknown,unknown,f,f,unknown,d,w
50851,poisonous,poisonous,True,0.9999835032807675,high,8.91,x,unknown,n,f,p,unknown,p,10.48,30.64,c,unknown,n,unknown,unknown,f,f,w,d,u
58533,edible,edible,True,0.00013175048694568528,high,48.71,o,y,y,f,p,unknown,y,5.33,18.75,unknown,k,k,unknown,unknown,f,f,unknown,d,s
33490,poisonous,poisonous,True,0.894474553468646,high,10.65,x,h,n,f,s,unknown,y,7.81,17.65,unknown,i,n,unknown,unknown,f,f,unknown,d,u
46478,edible,edible,True,0.006610795345300187,high,3.87,x,unknown,w,f,x,c,n,5.92,3.47,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
13366,poisonous,poisonous,True,0.9997026844841016,high,0.73,x,unknown,o,f,d,unknown,o,4.18,1.02,unknown,unknown,o,unknown,unknown,f,f,w,g,a
9867,poisonous,poisonous,True,0.993704298581637,high,1.02,x,g,w,f,a,d,w,2.8,1.53,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
36808,poisonous,poisonous,True,0.999958038536885,high,6.31,x,e,e,f,a,unknown,y,7.93,9.94,unknown,unknown,n,unknown,w,t,z,unknown,d,a
28183,poisonous,poisonous,True,0.9999562356148869,high,7.9,s,h,g,t,d,unknown,g,4.59,13.17,unknown,t,g,unknown,unknown,f,f,unknown,d,a
22560,edible,edible,True,0.0037107818460816793,high,5.73,x,h,y,t,x,c,y,7.51,15.03,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
6580,edible,edible,True,0.0014261923749522912,high,6.09,s,unknown,n,f,d,c,w,4.59,7.57,unknown,s,w,unknown,unknown,f,f,unknown,d,u
20526,edible,edible,True,0.04870012971021708,high,2.53,x,d,e,f,a,c,o,3.21,5.68,unknown,unknown,o,unknown,unknown,f,f,unknown,g,w
46117,edible,edible,True,2.483230081202679e-06,high,1.75,f,w,g,f,unknown,d,g,4.95,2.54,unknown,unknown,w,unknown,unknown,f,f,unknown,g,s
38234,poisonous,poisonous,True,0.9998909194880833,high,8.11,x,e,n,f,a,unknown,n,11.56,16.85,s,unknown,n,unknown,e,f,f,unknown,d,a
43223,poisonous,poisonous,True,0.9985700016204039,high,7.94,x,y,w,t,unknown,unknown,g,8.39,14.4,s,unknown,w,unknown,unknown,t,l,unknown,g,a
44867,poisonous,poisonous,True,0.9930732061005311,high,3.79,b,y,n,f,unknown,c,g,6.48,4.33,s,s,w,unknown,unknown,f,f,unknown,d,a
18707,poisonous,poisonous,True,0.9999882552907225,high,8.07,f,y,e,f,s,c,y,7.85,19.62,unknown,y,e,unknown,unknown,f,f,unknown,d,a
43759,edible,edible,True,0.0006485786545687463,high,9.0,x,i,n,t,e,unknown,p,8.53,14.75,unknown,y,w,unknown,unknown,t,l,unknown,d,a
51088,poisonous,poisonous,True,0.9999927887069282,high,10.47,x,unknown,n,f,p,unknown,p,9.39,26.54,c,unknown,n,unknown,unknown,f,f,p,d,a
44301,poisonous,poisonous,True,0.9999637857375082,high,5.36,b,s,g,f,unknown,unknown,g,9.38,12.67,unknown,s,w,unknown,unknown,t,z,unknown,g,w
355,poisonous,poisonous,True,0.9973742667344158,high,5.95,p,g,n,f,e,unknown,w,7.54,12.73,unknown,y,w,u,w,t,p,unknown,d,u
24342,edible,edible,True,0.0008952389011008781,high,6.65,x,unknown,p,f,x,c,w,5.78,19.64,unknown,s,w,unknown,unknown,f,f,unknown,d,a
2075,edible,edible,True,0.0012447059950580666,high,6.45,x,unknown,w,f,e,unknown,w,5.7,11.73,b,unknown,w,u,y,t,g,unknown,d,a
10709,poisonous,poisonous,True,0.9997835265172491,high,1.94,b,unknown,g,f,a,unknown,g,5.88,2.08,unknown,s,n,unknown,unknown,f,f,unknown,d,u
41657,poisonous,poisonous,True,0.9996862984080643,high,1.52,b,h,n,f,a,unknown,n,3.89,1.37,unknown,t,n,unknown,unknown,f,f,unknown,g,a
16911,edible,edible,True,9.633851671372e-05,high,8.82,f,s,o,f,s,unknown,y,9.05,12.3,unknown,t,o,unknown,unknown,f,f,unknown,d,a
40267,poisonous,poisonous,True,0.9973565078065079,high,7.68,x,t,n,f,s,unknown,n,5.57,7.37,unknown,y,n,unknown,unknown,f,f,unknown,d,w
52017,edible,edible,True,2.222552955401467e-05,high,6.59,x,unknown,n,t,p,unknown,g,9.93,24.05,unknown,y,w,unknown,unknown,f,f,unknown,d,u
7154,poisonous,poisonous,True,0.9066532322264271,high,2.57,x,s,w,f,d,c,w,4.14,10.24,unknown,unknown,w,unknown,unknown,f,f,unknown,g,u
6991,edible,edible,True,0.002921912341977493,high,5.49,x,unknown,w,f,a,unknown,r,7.76,8.47,unknown,unknown,r,unknown,unknown,f,f,unknown,d,a
30155,poisonous,poisonous,True,0.9991766042308007,high,9.8,s,t,p,t,d,c,p,9.85,18.63,unknown,unknown,p,unknown,unknown,t,f,unknown,d,u
41235,poisonous,poisonous,True,0.9995311526715697,high,6.4,f,k,n,f,d,c,y,6.67,6.92,unknown,i,n,unknown,unknown,t,unknown,unknown,d,u
47072,poisonous,poisonous,True,0.9991623687079786,high,1.54,x,unknown,n,f,unknown,unknown,n,5.06,2.57,unknown,s,n,unknown,unknown,f,f,k,g,u
56420,poisonous,poisonous,True,0.9999815915134928,high,7.97,o,k,y,f,unknown,c,y,1.48,13.37,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
53291,edible,edible,True,2.4996770766453013e-06,high,8.37,x,t,n,f,p,d,y,8.2,12.75,unknown,s,n,unknown,unknown,f,f,unknown,d,u
18354,edible,edible,True,0.0031942282658825472,high,6.43,f,s,n,f,s,c,w,6.21,9.88,b,i,n,unknown,unknown,f,f,unknown,d,u
45644,edible,edible,True,0.00027286023287425947,high,1.05,p,g,g,f,unknown,unknown,g,3.58,1.84,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
35062,edible,edible,True,0.0008242809861814251,high,4.01,x,unknown,w,f,x,c,n,7.71,7.93,b,unknown,w,unknown,w,t,unknown,unknown,d,a
7566,poisonous,poisonous,True,0.9998680993444677,high,5.26,f,l,n,f,x,d,e,6.22,5.18,unknown,unknown,n,unknown,unknown,f,f,unknown,l,a
56855,edible,edible,True,2.3367556274582314e-05,high,9.81,f,e,b,f,unknown,c,b,5.25,20.24,unknown,unknown,w,unknown,unknown,t,f,unknown,d,a
57683,poisonous,poisonous,True,0.9999999845647778,high,3.34,o,s,g,f,f,f,f,0.0,0.0,f,f,f,unknown,unknown,t,f,unknown,d,w
44198,poisonous,poisonous,True,0.9999261517792527,high,6.16,p,y,g,f,unknown,unknown,k,12.23,13.58,unknown,s,w,unknown,unknown,t,z,unknown,d,w
57852,poisonous,poisonous,True,0.9999999963176274,high,5.37,o,s,o,f,f,f,f,0.0,0.0,f,f,f,unknown,unknown,t,f,unknown,d,s
58459,edible,edible,True,0.0001473525430740523,high,47.37,o,y,y,f,p,unknown,y,6.57,39.83,unknown,k,k,unknown,unknown,f,f,unknown,d,s
13475,poisonous,poisonous,True,0.9997936466417281,high,1.62,x,g,n,f,d,d,n,2.55,2.63,unknown,s,n,unknown,unknown,f,f,unknown,d,a
42972,edible,edible,True,0.0026377211385127867,high,7.89,x,s,w,t,e,unknown,g,10.61,16.93,s,unknown,w,unknown,unknown,t,l,unknown,m,u
53520,poisonous,poisonous,True,0.999835690056334,high,11.14,x,t,r,t,d,c,n,6.19,15.89,unknown,unknown,n,unknown,unknown,f,f,unknown,h,a
42795,edible,edible,True,3.8158615840837774e-05,high,11.04,p,s,w,t,e,unknown,n,8.74,17.68,s,unknown,w,unknown,unknown,t,l,unknown,m,a
22276,edible,edible,True,0.0034358210742559147,high,5.51,x,h,y,t,x,c,y,5.91,12.61,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
43770,edible,edible,True,0.0003425286010175092,high,9.02,x,i,n,t,e,unknown,p,9.24,18.29,unknown,y,w,unknown,unknown,t,p,unknown,l,a
32492,poisonous,poisonous,True,0.9998579024624412,high,3.4,s,d,w,f,d,d,w,3.75,2.72,unknown,h,w,unknown,unknown,f,f,unknown,g,u
39780,poisonous,poisonous,True,0.9999865340582355,high,5.49,c,i,y,f,unknown,c,r,5.87,6.14,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
6649,edible,edible,True,0.001211539403603117,high,6.4,s,unknown,n,f,d,c,w,5.12,8.14,unknown,s,w,unknown,unknown,f,f,unknown,l,a
13058,poisonous,poisonous,True,0.9999769735479301,high,0.65,x,g,o,f,unknown,unknown,y,3.6,0.81,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
23826,poisonous,poisonous,True,0.985014218283056,high,4.81,x,unknown,p,f,x,unknown,w,5.94,7.12,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
48446,edible,edible,True,0.0056015518596628875,high,14.25,x,t,n,f,p,unknown,w,13.66,65.7,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
38810,poisonous,poisonous,True,0.9999898724343641,high,7.64,x,unknown,g,t,x,unknown,u,9.12,19.48,s,unknown,u,unknown,u,f,f,unknown,d,a
51684,edible,edible,True,0.00010726586870655023,high,15.97,p,d,o,f,p,unknown,w,14.24,32.9,s,y,w,unknown,unknown,f,f,unknown,d,u
1818,edible,edible,True,8.666955126479008e-05,high,4.9,x,unknown,w,f,e,unknown,w,5.76,12.55,b,unknown,y,u,y,t,g,unknown,d,a
57334,poisonous,poisonous,True,0.9987281415048651,high,1.54,o,k,n,f,unknown,unknown,n,5.14,1.5,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
54023,poisonous,poisonous,True,0.9995481297714532,high,7.32,s,d,y,f,d,c,y,4.26,7.06,unknown,unknown,o,unknown,unknown,f,f,unknown,h,a
